question,answer
17岁男，有想自杀的行为！对未来不抱希望，脑子里总是会想出怎么自杀不会痛，安乐死,可能是你从小生活的环境让你在最重要的时候没有建立起你的自尊感。其实没啥，中国很多家庭都是这样的。我小学的时候也会有这样的想法。但是其实人生是很有趣的，你只要活着，无论你会见到什么，美好的、丑恶的、有趣的、伤心的都会丰富你的人生。有上百种职业你都可以尝试，有那么多城市你可以去生活，只要你想没有什么不可以。17岁，花一样的年纪，这个时候激素水平高，会被它影响，但是你只要知道，年轻的时候就是积累的时候，不论是积累知识还是积累什么其他有用的东西，都是为了以后看到这个多彩斑斓的世界而积聚力量。先给自己定个小目标，活到30岁呢？
"我是心理医生，我能治疗别人，却治疗不了自己……也不知道从什么时候开始，我有了暴力倾向，我不能对别人发泄，只能自虐，满身伤疤。我的视线经常不自觉的移到刀上，发呆，然后突然崩溃大哭。我劝了很多抑郁症患者，我也对他们说过，我明白你的处境。但我知道，人又怎么可能会真正共情……我还有爱我的家人，但实在想死怎么办呢……"",","题主你好我想，你所提到的问题，正好说明了，为什么心理咨询师需要督导，需要个人体验吧！有暴力倾向，自虐，崩溃，这些可能都是压抑的表现。心理医生，心理咨询师，在工作中，往往会接收到很多的负面情绪垃圾，也会经常被淹没在来访者或者病人的消极情绪体验当中，如果共情能力强，还能真切的感受到对方的痛苦。长期这样的工作，内心可能会很压抑，会不堪重负，所以，也需要定期去做督导，去做个人体验，把所感受和接受到的那些负面情绪表达出来，发泄出来。你有定期去看心理督导师吗？如果没有，建议去找一个。你谈到，人怎么能真正共情，我想，要实现完全的共情，真切的去感受对方的感受，可能确实不容易。但是，我觉得，如果能理解到一部分，能有一点点的感同身受，其实也就可以了。你对你的患者说，你明白他的处境，或许你并不能彻底的理解，但是我相信，你可以大致的理解这种感受，而这种感受，对患者来说，也是一种安慰了。现在的你，也需要他人的共情，彻底的理解不容易，但是你的家人，你的督导师等等，或许能尝试着去感受，去理解，能大概理解你的处境，能支持你，对你也会有帮助的。抱抱你，世界和我爱着你！(^_-)。"","
"会有自杀倾向，之前也尝试过吃很多安眠药之类的方式，也有想过跳楼，最近这种想法又加剧了，可能压力比较大，就真的觉得死了是解脱除此之外还有很强的性瘾（这几个月历来很强烈），感觉心里扭曲的样子，会做一些没有下限的（比如发隐私照片给陌生人甚至喜欢被辱骂）（被强奸过，后来可能心里扭曲，那之后就开始想死），有的时候真的就是控制不住自己，因为之前自己搜索抑郁症会说性欲很小，但是我这种就是甚至每天一次都不能满足的那种，很影响生活，想死的想法已经很久很久，一直在边缘挣扎的感觉，然后就想自己到底是怎么了哪里出了什么问题，自杀倾向是有两三年但是一直有压制下去，会很喜欢自残，特别特别喜欢看自己身上有伤痕，淤青或者各种印记，甚至会拍照留念那种心理，会喜欢用刀割腕，怎么会有我这样的人，真的是这种心理，知道一些事情不应该做但是就是控制不住，算抑郁了吗还是性瘾什么的么，满脑子都不干净，好崩溃""",题主你好可以感受到，你的内心有着很强烈的冲突：有自杀倾向，但是一直在努力压制自己；喜好自残，但是又会质疑自己为什么会有这些心理；有很强的性欲望，但是又会有自我谴责，觉得满脑子都不干净……我想，这些矛盾和冲突，肯定需要耗费你很大的精力和心理能量，你会感觉很难受，很累，很痛苦。我们的心理都是很复杂的，没有人的心理一直都很安静，很纯净，无邪。我们都不可避免会有一些不好的想法，甚至邪恶的念头，这都是很正常的；而且，很多人其实也都和你一样，道理知道很多很多，明知道有些事情不能做，但就是控制不住。所以，不只是你会这样，只是他人的心理的阴暗面，他人的脆弱和痛苦，你没有看到而已。我们越是不能接受自己的一些想法，越是自我谴责，其实越是难以改变。就比如你所说的性瘾，其实性欲望大，并没有多大的关系，可以用一些合理的方式去满足自己，去排解（不要伤到他人，不要伤到自己的方式才是合理的）。如果你觉得自己不应该有这么强的欲望，越是压制自己，欲望就越是强烈，到一定程度，就会用更强烈，更扭曲的方式表现出来。比如你所提到的没有下限的行为。所以，接受自己的欲望，那是我们的本能，不要自我谴责，不要太过刻意的压制，合理的去满足自己。是不是抑郁，需要心理医生才能诊断，结合你有比较强的自残自杀想法，建议尽快去寻求心理医生的帮助。抱抱你，世界和我爱着你！(^_-)。
"22岁的女生，每天都想死，看见手腕就想割？每天都觉得自己很累，睡不好，老做梦，经常会拿口罩上的铁丝割自己的手腕？"",","题主你好️抱抱你～从留言中感受到你现在状态很不好你感觉很累，又睡不好，还要通过伤害自己来找到自己的存在感，非常心疼你。这种情况，建议你可以尝试找些事情做分散注意力，把关注点聚焦于当下，聚焦于当下做的事上面。几个小建议：1.做些自己喜欢的事情，比如之前的爱好因为其他事情暂时放下了可以再捡起来；2.尝试一下新的挑战，比如学一门语言、学一个乐器等；3.约上好友一起聊聊天，聚个餐，倾诉心里的困惑；4.记录生活，写日记、拍照片、拍小视频等，给自己的生活增添一点仪式感5.告诉家人你的感受，相信家人会帮你解决问题和分担压力如果没能改变你的现状，请你务必要及时求助心理医生，专业人士能够给你指导和建议。希望能帮到你，祝好！世界和我爱着你。"","
凌晨一点父亲母亲又在吵架，希望我可以去另一个世界…父亲母亲又在吵架，凌晨一点还在吵架。我受不住了，头疼的要死但我不想睡...我在尽力作死....嚯嚯自己的身体....我希望....我可以去另一个世界....这样就不用管这边的苦难了....还有我最近对分尸表现出了很强烈的兴趣.......怎么办啊？,题主你好很心疼你的遭遇，抱抱你！父母吵架，对孩子来说，是一个大灾难，更何况，还吵到了凌晨一点，我想，不管换了谁，都很难做到心如止水，不受干扰。首先，你需要知道的是，父母之间的吵架，那只是他们的矛盾，并不是你的错，所以，不要作死，不要挥霍自己的身体，不要拿别人的错误来惩罚自己。你可以尽力去做点什么，调和他们的矛盾，比如，当他们夜里还在吵架的时候，你可以直接告诉他们，现在是夜晚，你需要睡觉，邻居们也都需要睡觉，或许他们会顾及到你的感受，顾及到他们自己的面子问题，而选择暂时休战；事后，你可以分别找他们聊一聊，去了解他们之间的问题到底是什么，看能否想办法给双方都做做工作。但是，也很有可能，他们的问题，不是你能彻底解决的，你尽力做点什么，但是如果结果并不理想，也只能选择接受。这是他们自身的责任，不是你的责任。留在这个世界，你也可以选择不去管他们的苦难。你需要做的，只是尽可能的做好自己，过好自己的人生。你对分尸感兴趣，我想，可能是你内心过度压抑的结果，看你因为父母的问题，你内心积压了很多的负面情绪，负能量，当积累到一定的程度，可能就会以带有破坏性的方式表达出来。父母吵架，这样的家庭气氛确实让人感觉压抑。你要给自己找一个情绪的出口，及时宣泄你的愤怒、你的不满、你的委屈等负面情绪。如果觉得难受，可以找人聊一聊，把你的想法和感受说出来，不要都积压在内心，这样会感觉轻松一点。抱抱你，世界和我爱着你！(^_-)。
怎么样才能无痛死亡,题主你好曾经看过一个报道，是关于某著名艺人选择在瑞士安乐死的报道，里面提到一个细节，工作人员提供药物之后，会提醒一句，药物服用之后，会有一些不舒服。我想，在安乐死都合法化的国家，采用的安乐死方法，尚且不可避免会有疼痛，那肯定就不存在其它完全无痛的死法了，如果有，为什么他们不采用更好的方法呢？知乎上有很多关于死亡的讨论，有人列举了各种死法的过程、感受，如果你有兴趣，可以去看一看，我想，或许你看过之后，你会发现，每种死法其实都充斥着痛苦和危险，还是好好活着吧。不知道你现在经历了什么，所以想到了死亡。可是，你要知道，生活是一直都在变化着的，没有什么事情会永远持续，永远过不去的。你可以回想过去曾经给遇到的一些困难，现在回头去看，是不是也觉得好像一切都云淡风轻了呢？如果你现在能坚持过去，以后再来回顾，或许会发现，其实也不过如此，那时候的你，一定会感谢现在的坚持。不要放弃自己，加油！如果觉得确实很难很难，可以去看看心理医生，或者心理咨询师寻求帮助。抱抱你，世界和我爱着你！(^_-)。
今年26家里农村的，职业修车，一月四千多，未婚，被同事诱导参加网赌输了十多万，其中有7万是父母养老钱，没敢和家里说，怕看到父母失望的眼神，感觉对不起父母。想开网店做兼职挣回来，又被平台骗了七千，现在身无分文负债4万。我死了保险可以赔16万，家里有地，应该够父母养老了。只想一死了之求一个可以没有痛苦离开这个世界的办法。世间很美好，但下辈子不来了……,题主你好正如楼上“清水玉壶”所计算的，你是否有认真算过自己的生命的价值呢？光是从钱来计算，区区几万，也只不过是你一两年的收入而已，更何况，我们的生命，还不能只是由金钱来衡量，你好好活着，你给家人，给朋友，甚至给其他人的其他价值，更是无法估量的。虽然这两次的经历，网络赌博和网络兼职被骗了钱，但是从其它角度来看，这也是一种宝贵的经验和财富。我相信，以后遇到类似的事情，你一定知道擦亮自己的眼睛，一定不会再次上当，不是吗？父母老了，他们需要的，不只是养老的钱，更需要的是有子女在身边，他们希望看到你好好活着，看到你成家生子，看到你生活的幸福而精彩，这是多少金钱都无法代替的。更何况，你说，如果你死了，保险可以赔十六万，可是你是否认真看过保险条款呢？如果是自己结束自己的什么，应该不是在理赔范围的。那到时候就是人财两空了，你觉得值得吗？如你所说，这世间很美好，那就好好活着吧！还有很多很多的美好在前方等着你！抱抱你，世界和我爱着你！(^_-)。
情绪低落，很丧，几层压力下太难受了····有没有无痛苦自杀方法？,"每个人都有自己存在的意义的。每个人都是为了存在下去追寻自己所热爱的，所擅长的，所信仰的，好好的生活。这个世界那么广阔，有着许多的未知的精彩，生命只有一次，失去这次生命，这个世界上再也没有了你，那个有着不同家庭背景，经历着不同亲情爱情友情的故事的你，那个你，只有一个，这样一个独一无二的你是珍贵的，不可以随意抛却生命。"","
我想杀掉自己，最近一直想用绳子勒住脖子捆绑身体鞭策自己不想笑只想玩游戏催眠自己闭上嘴死在床上,题主你好请问，发生什么事情了呢？如果你遇到了难题，可以说出来，大家可以帮忙一起想办法。如果你遇到的问题，是你自己无法解决的难题，可以寻求身边人的帮助，没关系的，你并不是一个人，遇到问题，你不需要一个人默默的扛着，他人可以帮助你，可以帮你分担，至少也可以给予你陪伴和支持，可以带给你力量。死亡只是一种逃避而已，并不能真正解决问题。难受的时候，哭出来，说出来，喊出来，都可以，但是一定不要放弃自己。问题总会过去，但是生命是一去不复返的，没有任何人和事值得我们放弃自己的生命。抱抱你，世界和我爱着你！(^_-)。
刚被确诊为抑郁状态，抑郁症和抑郁状态有什么区别？想自杀情绪波动大易怒暴躁注意力无法集中抗拒跟人接触,题主你好抑郁症与抑郁状态是有区别的：抑郁状态通常是指的出现了抑郁情绪但是还没有构成抑郁症的诊断标准，抑郁症较抑郁状态，在发病时间，对于生活的影响和个人的症状表现上都是比较严重的状态。而对抑郁状态是可以经过自我调整改善的，但是达到了抑郁症通常得进行专业的治疗，专业的治疗主要是包括药物治疗和心理治疗两种方式。所以，医生给你的诊断是抑郁状态，说明你的情况还没有达到抑郁症的标准，程度还比较轻，在医生的指导下，可能通过自我调节，自我努力是可以改善的。你出现的这些症状，暴躁，易怒，情绪波动大等，可能是你内心比较压抑，你的内心深处可能有很多的负面情绪、负能量没有得到合理的发泄，所以才会以这样的形式表现出来。你可以回想一下，你开始出现这样的症状，大概是什么时候？当时是否有发生什么特别的事情？如果能找到影响你的事件，或许也就能对症下药，更好的解决问题。如果你觉得自我调节太难，可以积极寻求医生、咨询师，家人、朋友等人的帮助。你要知道，你并不是一个人，遇到问题，你并不需要一个人独自扛着。心理问题的缓解、改善往往不是一朝一夕的事情，需要耐心，需要持续的努力，慢慢来，一点一点，一步一步来。要相信，只要你不放弃，早晚是可以改善的。抱抱你，世界和我爱着你！(^_-)。
怎么自杀才最轻松不痛请大家指教谢谢大家了,"题主你好你来到了这个平台来提问，我想，你提问之前，应该多多少少有了解过这个平台，可能你也很清楚，这是一个助人成长的平台，在这里，并不会有人告诉你如何自杀，什么自杀方法最好。你来到了这里，或许说明，虽然你痛苦得想自杀，但是你还是有着求生的欲望的，你希望能在这里获得帮助，能给予你继续活下去的勇气和力量。所以，是否可以详细的说一说，你现在遇到什么问题了呢？或许，我们可以一起帮助你分析分析，一起帮助你解决问题。死亡，肯定不是好的解决办法，可能只是一种逃避而已。如果自杀的想法已经持续很久，很难通过自我调节排解，可以和家人商量一下，让家人陪伴你去看看心理医生，或者心理咨询师。没有所谓轻松无痛的自杀方法，如果你真的想了解各种自杀方式，你可以去看看“知乎”，知乎上关于自杀的话题很多，有人详细的列举了各种自杀方式的过程、感受。我想，你看过之后，会发现，其实好好活着才是最好的。当你看了其他人的人生故事，或许你会对生活有更深的感悟，或许你会放弃自杀的想法。抱抱你，世界和我爱着你！(^_-)。"","
有时候发生了什么并不是关键，世界很美好，但我，作为小仙女，想回到天上去了，怎么自杀没有痛苦？,你好呀，我看到你啦！！我就叫你小仙女吧嘿嘿嘿。小仙女，我不知道你经历了些什么，但我知道你一定是很痛苦，而且也是十分的绝望。抱抱(｡･ω･｡)ﾉ有什么事情跟大家说出来我们帮助你一起解决呀，答疑馆是一个大家庭呀我们可以一起陪伴你哦。当然你也可以私信来找我聊一聊呀，我会一直陪伴着你！你也可以试试多运动呀，现在疫情慢慢消去，当然是要出去玩玩走走喽，当然也要带好口罩！！！正念冥想？这也是不错的选择哦！(´-ω-`)据我所知呢，真的没有一种死法是不痛的啊！！我来为你科普科普吧。吊自杀，高贵不高贵，就不过多去讨论了，这里要讨论的是，痛苦不痛苦，危险不危险；这就得从上吊自杀的过程说起了。据说，在脑袋挂上去的一刹那，自杀者就能明显感觉到头脑发热，出现耳鸣。紧接着，眼前仿佛有闪光，意识也变得模糊了。意识模糊后，身体很快就会出现痉挛反应：手臂的挥舞，就像是在划水一样，脚部则像在走路，不停地摆动着；过后不久，双手双脚开始抽动，紧跟着全身会挺直起来，颤动着……痉挛反应后，就进入了假死状态——大小便失禁、眼球突起、呼吸停止。这时候，仍有心跳，若发现及时，还有生还的可能。往后，心脏还会持续跳动一阵子，大约十分钟的样子；心脏一旦停止跳动了，就回天乏术了。看到没？上吊自杀不仅非常痛苦，而且「死相」还非常难看；千万不要尝试。要知道，在诸多的自杀方式中，上吊自杀不仅极其的危险（不可控），而且自古以来，还非常的不吉利。至于原因嘛，很难查明：是因为尸体双眼暴突，眼神凝滞，舌头外伸，肢体扭曲，形状恐怖吗？有可能是；但更有可能是，正如《自杀的历史》这本书中提到的，这种死亡方式具有渎神的特点——一些宗教祭祀时供奉给土地神灵的就是闷死的、不出血的牺牲品。书中还提到，直到现代社会，上吊自杀都有明显的贬义，比不上使用铁器自杀来得「高贵」。表面上，上吊自杀是利用身体的全部或部分重量，通过绳索或类似的东西来压迫颈部，造成窒息死亡。但是，要论具体的死亡原因，就相当复杂了！比如说：可能是，绳索压迫到了颈部气管，以致无法呼吸，脑部供氧不足，而后死亡。可能是，颈动脉血管受到了压迫，阻碍供血，致使大脑缺血，也就活不成了。可能是，颈部的迷走神经受到了强烈的刺激，引起反射性心跳骤停，丢了命。可能是，在身体重量的作用下，颈椎折断致死。这就像执行绞刑时，被执行人会从高处突然坠落，有时候脚踝上还拴着重物，借助冲击力导致颈椎折断而死。是不是有人会想着，上吊后，若是觉得不爽了，或是不想死了，那就自行伸手把自己放下来自救？对此，我回应两点就够了。首先，以普通人的力量，在颈子后面用双手抓着绳子将身体提起来，是做不到的。谁若是不信，就在单杠上系一条毛巾，双手抓着做颈后引体向上试试看。再说了，以大多数人肩膀的柔韧性，能否在颈子后面抓住绳子，都是个问题。其次，一旦大脑缺氧，大脑便丧失了对身体的控制权，这时手臂除了乱舞，什么也做不了的。这也就意味着，上吊自杀的过程中，除非绳子自然断裂，否则是无法中止的；千万不要尝试。割腕？作为公共知识，我们应该了解，割腕割的是动脉。问题是，割动脉那么容易？要知道，动脉藏在皮肤下六至七毫米处，比看上去的要深很多。那如何才能割到动脉呢？首先得撕裂皮肤，一点一点地切开肌肉，才有可能触及到动脉血管的。若要达到死亡的目的，还必须刺透动脉，而且要反复切割多次。即便仔细测量了，但在真正去割的时候，也极有可能割到旁边的神经；这个有多痛，想到过吗？要是没想过，那就回想一下当初手指被打印纸或碎玻璃拉道口子时的感受吧！事实上，割腕并不会死人，死人是因为失血过多。人体差不多有5000毫升的血液，如果急性失血达20%以上，即1000毫升以上——相当于两个矿泉水瓶的容量——就可能达到人体代偿的极限，从而危及生命。流失这么多的血，得花多长时间，有没有算过呢？这等待死亡的过程可不像等待电影开场，充满了期待；相反，这是被死神撕咬、一口一口吞噬的过程，充满了恐惧，那时会怀疑自己的决定，悔恨自然少不了，接着是对自己的再度失望，更深地陷入迷茫之中……另外，有点生理学常识的人应该都知道，人体有自我保护机制——凝血功能。有人会想到，把自己泡在注满温水的浴缸里，那样既可以缓解割腕造成的生理疼痛，也可以阻止凝血；电影里都是这么演的。事实上，将身体浸泡在温水中，因为压力的变化，对血液的流速造成了一定的影响，可能会在无意中拉长了等待死亡的过程。…………嗯，可别学电影里拿生命当儿戏；那有的是为视觉冲击，有的是为戏剧效果。安眠药？？有些人知道服毒自杀有多痛苦，提出要服用安眠药自杀。在他看来，「吃安眠药自杀是最舒服的自杀方式，因为在睡梦中就通向了死亡。」为加速死亡，他还强调，要喝点酒。其实，在他想到这个方法之前，早就有人干过了。体验怎么样呢？有人一次吃了很多，至少五十片——究竟有多少，他忘了。为什么会忘？过会儿你就知道了。吃的时候，他喝了酒，为的是加速吸收，救不活。药效来得也快，酒没喝完，就「睡着」了。据说，昏睡中，他有间歇性地醒过来。醒了，他第一反应就是打电话给最亲近的人——正因为这么做了，他得救了。有意思的是，他自己根本不记得这些，都是旁人跟他讲的。此后，差不多三五天的时间里，他都处于一种只有爱、没有恨的状态；仿佛变成了一个孩子，看什么都觉得无比美好，对身边人也非常依恋，并且不停地诉说各种「心里话」。那期间，他就像个傻子似的，一切都受潜意识支使着，与他无关。…………据我所知，服毒后的感受有这样几个阶段。一开始，服毒者感觉肚子痛，而且疼痛感会加剧，痛到后来会失去平衡，多半就倒地不起了。随着毒性的扩散，身体开始在地上翻滚、抽搐、颤抖，紧接着是口吐白沫，视网膜聚光效果慢慢减弱，至最后无光；这时，视神经系统在坏死，人体对外界刺激的反应在散失。接下来，因为脑部供血不足，导致心脏功能衰竭，最后心脏停止跳动……死亡就这样发生了。这过程通常会持续三五个小时，给救治留出了时间；再加上，现在市场上卖的毒药，都经过特殊处理，对人体的毒性减弱了——也就是说，服毒者，少不了都要被送医洗胃的。洗胃有多痛苦，我不知道。但我知道的是，洗过胃的人都说，以后要自杀，绝不会再服毒了！所以嘛，老死是最好的死法呀。我们会一直陪伴你哦！无论发生什么！世界和我爱着你(⑉°з°)-橙子哥哥
15岁，自残自虐每天想自杀，情绪波动大，累了？家里偏心冷暴力没有信任，一晚上十几套卷子被骂不努力，外面人际关系处理不算太好，学习一般但努力了这次还是有点下滑（我答题卡太紧张涂串了，会做的单位写错一分不给），每天活的特别累，没意义,"题主你好从你短短的描述中，可以感受到你现在的心理压力：被偏心、冷暴力、不被信任，努力却不被认可，人际关系不好……确实很不容易，抱抱你！心理学上有一个ABC理论：影响我们的，并不是所发生的事件，而是我们对事情的看法。不可否认，外界环境、他人会给我们施加一些压力，给我们造成一些伤害，但是我们不同的解读，会有不同的结果。比如说，你所提到的偏心、冷暴力，没有信任，家人不认可你的努力，如果你太过在意他人的态度，觉得必须获得家人的信任和认可，可能会感觉很消极，甚至绝望。我们可以努力去想办法和家人沟通，看能否改善目前的状况；如果不能，也可以调整自己的期待，做好自己的事情，自己认可自己，也就可以了。你一个晚上做了十几套卷子，如此努力，这是事实，他人的不认可，也不能否认这一点。不管有多努力，我们都不可能获得所有人的认可，这个努力注定是要失败的。但是，如果把目标定为自己和自己比较，只要自己尽力了，自己努力了，哪怕犯了一些小错误，其实也是没有关系的，学会自己认可自己。在外界环境不够友好的情况下，自己更应该好好爱自己，不要给自己太大的心理压力，有些事情，其实可以不用太在意，更不要伤害自己。学会放松，劳逸结合，才能事半功倍。抱抱你，世界和我爱着你！(^_-)。"","
初一，为什么我总是记不住不玩手机？我今年初一，学习一直下降，还总是玩手机，家长就嚷我，并且我总是忍不住。因为这件事情不是挨了多少次打了。而且每一次因为这件事情我总是想自杀。并且很想哭。我认为世界上没有任何值得留恋的。我感觉我是个傻子。家长也因为这件事情，我总是记不住不玩手机。今天早上妈妈生气骂我不是人。我一想还真对。我本来也不是。我要是人的话我怎么就记不住。我是真的想死。,好孩子，好想抱抱你！你也要好好的抱抱自己！你大概也就十三岁左右吧？玩手机，是很多成年人都控制不好的事情，又怎么能要求你控制的很好呢？你没办法很好的控制玩手机的时间，接受这是事实，可以吗？这样你就可以和父母一起制定玩手机的规则，寻求父母的支持和帮助。你还可以体会一下，玩手机给你带来了怎样的体验？你为什么喜欢它？然后你可以感谢它，带给你的陪伴和满足。你可以找到更好的，陪伴和满足自己需要的方式吗？找到这些更好的方式去试一试！天下没有完美的父母，也没有完美的孩子，所以我们都需要在体验中成长，在克服困难中成功！祝福你，亲爱的孩子！
我想死不止一次，我最近心情有点崩.....现在哭在，然后我胸口闷，最近一个月都有自杀念头，时不时拿比较锋利的东西zc，手脚都是疤，我也不敢和父母说，怕他们说我不懂事，我没有人可以倾诉，最近烦心事太多，现在非常想s,"题主你好最近心情有点崩，是发生了什么特别的事情吗？如果能找到影响你的这个事件，是不是可以想办法去解决这个问题呢？如果你自己解决不了，是不是可以寻求他人的帮助呢？找到源头，并解决源头时间，也才能真正解决你现在的情绪问题。你不敢和父母说，怕他们说你不懂事，可是，他们是你的父母，他们有责任照顾你，或许他们不理解，觉得你不懂事，但是至少他们应该知情，知道你的情况，可以带你去看看心理医生，或者心理咨询师。所以，没关系的，和父母谈一谈吧，你现在自残，想自杀，如此痛苦，不应该一个人默默的扛着。你说没有人可以倾诉，没有好朋友吗？电影《花样年华》，梁朝伟饰演的周先生，有心事的时候，他就会找一个树洞，对着树洞倾诉，然后把洞口封起来。我想，这也是一种倾诉的办法。如果你身边没有可倾诉的人，或许可以效仿这种办法，可以写日记，可以在网上匿名倾诉，可以拨打心理热线，也有一些免费的心理咨询，都是可以使用的资源。把你面对的问题，你的想法和感受说出来，你会感觉好受一点，试试看吧。不要放弃自己。抱抱你，世界和我爱着你！(^_-)。"","
"十六女生，想自杀，如何改变不好的想法？十六女生，九岁开始有自杀的概念，一直考虑可实行性，心理矛盾，想要逃离这个环境，想自杀，自残发泄过被认为是博同情装可怜矫情）然后自己也感觉恶心就不了，很唾弃自杀的想法觉得这样太恶心了太玻璃心了世界上就你一个人难吗凭什么这点痛苦就不行？但还想自杀。人类的悲伤并不相通人们都喜欢开朗的阳光的人，我这些问题无法跟别人说因为招人反感我自己也是如果我没有被救赎那芸芸众生也不能幸免，我知道我自我否定和自卑但是我还深信不疑。抑郁应该有点我与任何人想出都没有亲密感甚至有时候会嫉妒那些积极的人。戾气重，很喜欢血腥杀人恐怖的东西，有人对我表达敌意，给我难堪的我都想要让他死掉，用特别残忍的方法弄死，公交车上骂我的更年期老女人我记了五年了，现在还是想要她死，特别后悔没一嘴巴子呼上去。我对活着没啥渴望，也不傻就努力不了，像看着火蔓延到身上不想作为。我这算是什么样的心理问题？"",","题主你好你说，人类的悲伤并不相同，人们都喜欢开朗阳光的人。我在《内在孩子的潜在优势》这本书，看到类似的观点。其实，社会崇尚人的个性发展，追捧外向、开朗、乐观这些性格，也是随着人与人之间的合作越来越多，而逐渐发展起来的。因为社会的这种偏好，所以会把内向、消极、沉默等性格视为缺点和不足。其实，这样的偏好，并没有尊重到每个人的不同，对这一类人来说，是不公平的。可是，我们自己可以认识到，没有开朗阳光的性格，也并没有关系，我们没必要人人都追求这样的性格特点。毕竟，每个人都不同，我们应该尊重每个人的差异，尊重每个人的感受。所以，你不喜欢与人亲密，不喜欢积极的人，这都没关系，尊重自己的感受就好，没必要可以去追求这样的特点。即使他人不能接受，那就走自己的路，让别人去说吧。你说对你表达敌意的人，你会希望他死掉，骂过你的人，你会记恨五年。我想，我们的内心，都有可能闪过一些邪恶的念头，可能会希望他人去死，甚至母亲在极度劳累或者生气的情况下，都可能闪过杀死孩子的念头，仅仅想法而已，并不可怕，没关系。我们可以允许自己有这样的念头，或许，在心里想过一遍，反而不会真的去做。反过来，如果排斥这样的想法，这些负能量可能就会被压抑，就像一个弹簧一下，压得越厉害，反而反弹得越严重。所以，没关系的，偶尔允许自己有这样的幻想，想象去伤害那些伤害你的人，这也是情绪发泄的一种方式，没关系的。你说你戾气重，喜欢血腥杀人恐怖的东西，如果是在法律允许的范围内，是实现自己的这些需求，其实也没有关系。你可以去看恐怖电影，杀人电影，从电影中获得满足，也就不需要现实中真正的去伤害他人了。你九岁就开始有自杀的概念，这么多年了，一直都没有得到缓解，建议去寻求专业的帮助，可以去看看心理医生，或者心理咨询师。记住，不要放弃自己。抱抱你，世界和我爱着你！(^_-)。"","
"想死，却不敢去死，越痛越觉得好，是为什么？我觉得我每天都不开心，每天都在想自己什么时候能死，想死却又怕血，但是用身体撞墙却不害怕，甚至有时候我会莫名其妙得发脾气，就会用手砸墙，越痛就觉得越爽，是为什么？""","你好呀，每天都在想自己什么时候能死，】可以看出楼主有很多负能量，严重影响生活的幸福指数，以至于楼主想通过死来做了结。楼主辛苦啦！楼主的不开心是因为什么造成的呢？可以想办法去规避么？楼主可以尝试寻求帮助，去解决自我的不开心，让自己得到解压。每个人都想拥有快乐，但快乐从何而来，如何才能摆脱不开心是很值得探讨的问题。和楼主一样，我也在很认真的寻找快乐，让自己每天都变得开心。不被不开心的负面情绪左右。德芬老师在《遇见未知的自己》一书中，提到快乐的最大源泉是你自己，源于内心的喜悦才是最持久的。楼主要学会转变心态，开心的事总会有的，要学会寻找生活中的小确幸。2、【想死却又怕血】血给我们很大的视觉冲击，会让我们心理自然而然的想要去规避，楼主害怕是正常的。【但是用身体撞墙却不害怕甚至有时候我会莫名其妙得发脾气，就会用手砸墙，越痛就觉得越爽，是为什么？】至于这个问题，痛觉会分散个人的情感体验，让我们把注意力集中在生理上的痛觉，楼主会因为痛觉而减缓内心的不良情绪，所以会有短暂的快感。3、【学会接纳自我的不良情绪，好好爱自己】情绪它会来，也会走，楼主能做的不是抵触，排斥它，而是去接纳它，与它共存，然后学会用自己积极乐观的心态去战胜它，赶走负面情绪。即便很多人在困难重重时都想到过一死了之。但真正想死的人不多，只是被困难暂时蒙蔽了自己的生死观罢了。每个人都有很强的求生欲，在死面前困难似乎也不那么难了。人只要还活着，就有希望。楼主要学会寻找自我的希望，心怀期待，停止自伤行为，好好去拥抱生活。你笑对生活，生活也会报之以歌。祝好！"""
"总伤害自己，觉得自己没用，想死，我有没有抑郁症？总是控制不住伤害自己。觉得自己没用。想死。出现幻觉和幻听。嗜睡。失眠。喜欢在黑暗的地方。……"",","楼主你好，抱抱楼主，请楼主的话想看的时候楼主现在很无助。不知道你是遇到了什么让自己感觉到失望，甚至绝望。我们的生命是父母给我们的他们养育我们成人。我们也都有那么多的朋友家人，如果他们知道你总是这样伤害自己，他们该有多伤心，要先爱己，而后爱人。觉得自己没用，是因为现在你还没有发现自己的潜力。你可以试着努力去做一些自己喜欢的事情，并且相信自己一定可以做好，当你看到自己的成就的时候你就不会这样觉得了。每天想尽各种办法来充实自己的生活，除了工作生活可以适当的去旅游散散心。祝好~。"","
